Citations,Tectonic Setting,Location,Location Comment,Latitude (Min),Latitude (Max),Longitude (Min),Longitude (Max),Land or Sea,Elevation (Min),Elevation (Max),Sample Name,Rock Name,"Age (a, Min)","Age (a, Max)",Geol,Age,Eruption Day,Eruption Month,Eruption Year,Rock Texture,Rock Type,Drill Depth (Min),Drill Depth (Max),Alteration,Mineral,Material,Si,Ti,B,Al,Cr,Fe3+,Fe2+,Fetot(2+),Ca,Mg,Mn,Ni,K,Na,P,H2O,H2OP,H2OM,H2Otot,CO2,CO,F,Cl,Cl2,OH,CH4,SO2,SO3,SO4,S,LOI,Volatiles,O,Others,HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),Li,Be,B,C,CO2,F,Na,Al,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U,Nd143/Nd144,Nd143/Nd144 initial,e Nd,Sr87/Sr86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,Unique Id
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / CENTRAL BELT PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s R051-87 [5839],"DIORITE, QUARTZ [5839]",2650000000 [5839],2690000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,274851.78,4435.116,,84150.909,,,,60473.94,53602.5,26413.152,1006.7954,,8882.605,26410.1092,480.0631,,,,,,,,,,,,,,,,9700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,193,36,165,12,,,,,,,,,,,,,,21.1,49.6,6.3,26.4,5.81,1.13,6.3,1,6.3,1.35,3.71,0.55,3.71,0.56,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,179876
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / GONDOR PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D205A-87 [5839],TRONDHJEMITE [5839],2650000000 [5839],2690000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,354783.165,1258.614,,61922.367,,,,36999.48,4002.32,20020.928,464.6748,,9629.74,17359.4538,0,,,,,,,,,,,,,,,,21500,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,,56,20,,,,,19,18,77,328,27,,,,,,,,,,,,,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179877
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / GONDOR PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D065B-87 [5839],TRONDHJEMITE [5839],2650000000 [5839],2690000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,360392.385,1438.416,,65097.873,,,,17955.63,8647.87,2532.768,232.3374,,14859.685,34273.7934,0,,,,,,,,,,,,,,,,9100,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,0,0,,,,0,,13,16,,,,,43,68,84,313,27,,,,,,,,,,,,,487,66,151,18.5,73,14.7,1.8,14.8,2.38,14.9,3.2,8.8,1.29,8.7,1.31,,,,,,,,,,,,,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,179878
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / GONDOR PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D221-87 [5839],GRANODIORITE [5839],2650000000 [5839],2690000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,373480.565,479.472,,61393.116,,,,10415.82,6217.89,4221.28,232.3374,,5562.005,35683.3217,0,,,,,,,,,,,,,,,,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,,14,21,,,,,12,40,131,231,36,,,,,,,,,,,,,197,86,179,23.7,95,20.1,2.94,21.2,3.74,23.6,4.93,12.8,1.91,12.8,1.82,,,,,,,,,,,,,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,179879
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / WISHBONE PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D038-87 [5839],TRONDHJEMITE [5839],2650000000 [5839],2690000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,364599.3,479.472,,64568.622,,,,7306.62,3930.85,180.912,154.8916,,34202.18,30193.5799,0,,,,,,,,,,,,,,,,4800,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,,10,22,,,,,132,20,79,131,29,,,,,,,,,,,,,591,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,179880
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / WISHBONE PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D327-87 [5839],GRANITE [5839],2650000000 [5839],2690000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,366469.04,1917.888,,60863.865,,,,18732.93,12292.84,2472.464,387.229,,9878.785,29896.8371,130.9263,,,,,,,,,,,,,,,,4200,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,0,0,,,,0,,21,14,,,,,37,120,50,266,20,,,,,,,,,,,,,269,25.1,48.2,5.54,20.4,4.33,1.2,4.95,1.04,7.66,1.8,5.25,0.81,5.29,0.7,,,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,179881
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / WISHBONE PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D227-89 [5839],TRONDHJEMITE [5839],2650000000 [5839],2690000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,354315.73,2157.624,,68273.379,,,,16867.41,14008.12,2170.944,232.3374,,18844.405,30638.6941,130.9263,,,,,,,,,,,,,,,,8200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6,98,11.1,38.9,7.1,1,6.6,0.97,6.1,1.26,3.72,0.56,3.62,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179882
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / OLGA PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D072B-87 [5839],TRONDHJEMITE [5839],2650000000 [5839],2690000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,338890.375,2157.624,,78329.148,,,,20676.18,20440.42,4341.888,309.7832,,10293.86,34793.0933,523.7052,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,282,7,235,5,,,,,,,,,,,,,,28.2,52.6,5.55,18.3,2.59,0.68,1.97,0.24,1.27,0.27,0.68,0.1,0.69,0.12,,,,,,,,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,179883
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / OLGA PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D072C-87 [5839],TRONDHJEMITE [5839],2650000000 [5839],2690000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,343564.725,479.472,,83092.407,,,,8161.65,15294.58,2472.464,154.8916,,14693.655,39540.9781,87.2842,,,,,,,,,,,,,,,,3900,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,7,0,,,,0,,24,19,,,,,49,536,2,83,1,,,,,,,,,,,,,707,3.49,7.04,0.89,3.64,0.78,0.23,0.61,0.09,0.46,0.1,0.24,0.03,0.2,0.03,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,179884
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / OLGA PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D072A-87 [5839],TRONDHJEMITE [5839],2650000000 [5839],2690000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,350576.25,239.736,,79916.901,,,,4819.26,16509.57,844.256,309.7832,,11622.1,39540.9781,0,,,,,,,,,,,,,,,,6800,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,,3,16,,,,,32,485,1,66,1.2,,,,,,,,,,,,,530,6.61,13.1,1.45,5.24,0.82,0.18,0.57,0.07,0.34,0.06,0.16,0.02,0.16,0.03,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,179885
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / SIEGE PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D119-87 [5839],TRONDHJEMITE [5839],2600000000 [5839],2610000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,341227.55,239.736,,83092.407,,,,7228.89,16723.98,2170.944,154.8916,,17931.24,40134.4637,218.2105,,,,,,,,,,,,,,,,3100,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,4,0,,,,0,,18,17,,,,,41.2,548,0,83,0.8,,,,,,,,,,,,,984,3.83,6.71,0.71,2.58,0.54,0.14,0.39,0.05,0.23,0.04,0.13,0.02,0.14,0.03,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,179886
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / SIEGE PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D044-87 [5839],TRONDHJEMITE [5839],2600000000 [5839],2610000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,345901.9,479.472,,82033.905,,,,5052.45,13865.18,1326.688,154.8916,,20172.645,36944.4786,523.7052,,,,,,,,,,,,,,,,5500,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,,10,16,,,,,62.5,469,2.7,72,2.4,,,,,,,,,,,,,484,2.15,3.71,0.4,1.52,0.38,0.16,0.36,0.07,0.48,0.1,0.31,0.05,0.36,0.06,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,179887
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / SIEGE PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D217-87 [5839],TRONDHJEMITE [5839],2600000000 [5839],2610000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,338890.375,599.34,,85738.662,,,,7228.89,20654.83,1748.816,232.3374,,13033.355,40431.2065,218.2105,,,,,,,,,,,,,,,,3100,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,,11,16,,,,,39.1,531,3.3,83,1.9,,,,,,,,,,,,,712,5.43,11.41,1.28,4.84,0.88,0.17,0.87,0.1,0.5,0.1,0.28,0.04,0.25,0.04,,,,,,,,,,,,,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,179888
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / CONCESSION PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D154B-87 [5839],"DIORITE, QUARTZ [5839]",2600000000 [5839],2610000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,249142.855,5633.796,,84680.16,,,,64204.98,54817.49,38473.952,1006.7954,,19342.495,32048.2224,2662.1681,,,,,,,,,,,,,,,,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,231,113,,,,75,,97,23,,,,,62,1535,22,143,6.6,,,,,,,,,,,,,1173,71,159,19.7,83,15,3.59,12,1.22,5.65,2.18,0.95,0.28,1.64,0.24,,,,,,,,,,,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,179889
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / CONCESSION PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D023-87 [5839],"DIORITE, QUARTZ [5839]",2600000000 [5839],2610000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,263165.905,5154.324,,95265.18,,,,51690.45,45026.1,26835.28,774.458,,19259.48,33606.1221,2094.8208,,,,,,,,,,,,,,,,10400,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,150,44,,,,31,,92,23,,,,,84,1129,24,229,11.1,,,,,,,,,,,,,781,63,150,18.8,77,13.4,2.63,8.7,1.01,4.91,2.14,0.86,0.29,1.81,0.28,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,179890
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / CONCESSION PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D218-87 [5839],TONALITE [5839],2600000000 [5839],2610000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,275786.65,4375.182,,95265.18,,,,42829.23,39737.32,22071.264,619.5664,,17931.24,36647.7358,1702.0419,,,,,,,,,,,,,,,,3900,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,145,53,,,,26,,72,21,,,,,61,1128,19,235,9.2,,,,,,,,,,,,,911,51.1,114,14.5,55.7,9.4,2.25,6.3,0.78,3.88,1.8,0.73,0.46,1.6,0.24,,,,,,,,,,,,,7.95,,,,,,,,,,,,,,,,,,,,,,,,,,179891
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / CONCESSION PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D142-88 [5839],TONALITE [5839],2600000000 [5839],2610000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,285135.35,4135.446,,89443.419,,,,40264.14,36807.05,20804.88,619.5664,,22414.05,33680.3078,1352.9051,,,,,,,,,,,,,,,,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,116,28,,,,12,,65,23,,,,,93,997,20,231,8.5,,,,,,,,,,,,,1181,70,147,18.4,72,12.7,3.03,8.3,1.03,4.84,2.01,0.87,0.26,1.75,0.26,,,,,,,,,,,,,10.53,,,,,,,,,,,,,,,,,,,,,,,,,,179892
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / CONCESSION PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D203-88 [5839],TONALITE [5839],2600000000 [5839],2610000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,302430.445,2936.766,,85738.662,,,,32646.6,30303.28,19176.672,542.1206,,19342.495,32641.708,698.2736,,,,,,,,,,,,,,,,6500,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,106,95,,,,50,,56,19,,,,,52,1085,10,163,5.2,,,,,,,,,,,,,1078,30.9,67,7.7,29.9,4.76,1.21,4.2,0.38,2,0.9,0.38,0.12,0.82,0.13,,,,,,,,,,,,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,179893
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / CONCESSION PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D277-88 [5839],TONALITE [5839],2600000000 [5839],2610000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,305235.055,3416.238,,85209.411,,,,33734.82,34162.66,15317.216,619.5664,,11373.055,33383.565,1614.7577,,,,,,,,,,,,,,,,11500,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,104,40,,,,8,,67,23,,,,,45.6,809,16,178,6.2,,,,,,,,,,,,,632,70,142,17.2,66,9.9,2.19,5.6,0.66,3.27,1.36,0.56,0.18,1.11,0.15,,,,,,,,,,,,,7.88,,,,,,,,,,,,,,,,,,,,,,,,,,179894
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / CONCESSION PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D110-88 [5839],TONALITE [5839],2600000000 [5839],2610000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,312714.015,3416.238,,87326.415,,,,29459.67,27658.89,10975.328,387.229,,15274.76,32790.0794,916.4841,,,,,,,,,,,,,,,,6900,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,74,0,,,,0,,61,25,,,,,75,672,8,165,6.7,,,,,,,,,,,,,328,45.8,93,10.9,41.2,6.2,1.32,3.19,0.39,1.72,0.28,0.69,0.08,0.48,0.07,,,,,,,,,,,,,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,179895
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / CONCESSION PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D260-88 [5839],TONALITE [5839],2600000000 [5839],2610000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,326737.065,2277.492,,82563.156,,,,22541.7,17510.15,9226.512,464.6748,,18512.345,35238.2075,1047.4104,,,,,,,,,,,,,,,,8100,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,167,0,,,,0,,46,21,,,,,134,569,14,157,7.8,,,,,,,,,,,,,688,43.2,88,10.7,41.7,7.1,1.38,4.46,0.6,2.69,0.99,0.42,0.13,0.76,0.1,,,,,,,,,,,,,7.73,,,,,,,,,,,,,,,,,,,,,,,,,,179896
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / CONCESSION PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D172C-87 [5839],TONALITE [5839],2600000000 [5839],2610000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,276721.52,9889.11,,76212.144,,,,90244.53,37092.93,10975.328,1084.2412,,13116.37,26632.6663,3709.5785,,,,,,,,,,,,,,,,9800,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,41,0,,,,0,,159,26,,,,,35.6,461,45,182,29.2,,,,,,,,,,,,,427,38,94,12.9,58.5,13.2,3.84,11.8,1.67,9.1,4.13,1.7,0.54,3.23,0.43,,,,,,,,,,,,,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,179897
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / CONCESSION PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D173-87 [5839],TONALITE [5839],2600000000 [5839],2610000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,305702.49,4674.852,,86267.913,,,,44072.91,25085.97,9648.64,464.6748,,18263.3,30712.8798,1221.9788,,,,,,,,,,,,,,,,7300,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,64,6,,,,1,,83,23,,,,,61,423,16,227,11.9,,,,,,,,,,,,,706,38.3,82,9.7,38.7,7.1,1.7,5.39,0.72,3.68,1.71,0.69,0.22,1.32,0.18,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,179898
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / CONCESSION PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D172-87 [5839],TONALITE [5839],2600000000 [5839],2610000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,323932.455,3715.908,,82033.905,,,,29692.86,18081.91,6512.832,387.229,,23410.23,30712.8798,610.9894,,,,,,,,,,,,,,,,6800,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,38,0,,,,0,,56,22,,,,,69,313,19,155,9.5,,,,,,,,,,,,,599,23.9,51.3,6.3,25.3,5.32,1.09,4.67,0.65,3.51,1.54,0.68,0.2,1.29,0.2,,,,,,,,,,,,,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,179899
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / CONTWOYTO PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D199-88 [5839],"GRANITE, BIOTITE-MUSCOVITE [5839]",2580000000 [5839],2599000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,340760.115,1678.152,,78858.399,,,,13680.48,7933.17,3256.416,154.8916,,34949.315,30638.6941,785.5578,,,,,,,,,,,,,,,,6600,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,13,8,,,,0,,20,24,,,,,112,158,10,144,7.3,,,,,,,,,,,,,612,25,47.1,6.1,22.9,4.16,0.63,2.6,0.34,1.55,0.25,0.64,0.07,0.47,0.05,,,,,,,,,,,,,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,179900
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / CONTWOYTO PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D216-87 [5839],"GRANITE, BIOTITE-MUSCOVITE [5839]",2580000000 [5839],2600000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,351511.12,719.208,,76741.395,,,,7384.35,6289.36,1386.992,154.8916,,35696.45,28116.3803,174.5684,,,,,,,,,,,,,,,,6300,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,,16,18,,,,,191,119,22,58,13.3,,,,,,,,,,,,,291,13.4,26.3,2.99,10.3,2.48,0.2,2.28,0.45,2.85,0.57,1.46,0.2,1.27,0.18,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,179901
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / CONTWOYTO PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D241-87 [5839],"GRANODIORITE, BIOTITE [5839]",2580000000 [5839],2600000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,338890.375,1917.888,,80975.403,,,,13758.21,9862.86,4522.8,309.7832,,24240.38,36499.3644,218.2105,,,,,,,,,,,,,,,,6900,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,28,6,,,,0,,15,22,,,,,112,232,6,121,4.9,,,,,,,,,,,,,613,21.7,38,4.43,15.9,2.68,0.44,1.92,0.25,1.3,0.22,0.58,0.07,0.51,0.07,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,179902
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / CONTWOYTO PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D316-87 [5839],"GRANITE, BIOTITE-MUSCOVITE [5839]",2580000000 [5839],2600000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,351511.12,239.736,,77799.897,,,,5596.56,1715.28,603.04,1006.7954,,32292.835,35312.3932,698.2736,,,,,,,,,,,,,,,,5500,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,16,,,,0,,7,23,,,,,283,7,12,28,12.7,,,,,,,,,,,,,23,2.37,5.75,0.72,2.47,0.84,0.01,0.81,0.21,1.47,0.28,0.78,0.13,1.02,0.14,,,,,,,,,,,,,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,179903
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / CONTWOYTO PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D128A-87 [5839],"GRANITE, MUSCOVITE-TOURMALINE [5839]",2580000000 [5839],2600000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,353848.295,479.472,,74095.14,,,,3109.2,4502.61,422.128,154.8916,,35281.375,34051.2363,1221.9788,,,,,,,,,,,,,,,,4900,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,,14,17,,,,,280,39,7,24,5,,,,,,,,,,,,,153,2.63,6,0.77,2.94,0.79,0.13,0.66,0.11,0.56,0.1,0.29,0.04,0.35,0.05,,,,,,,,,,,,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,179904
